measure label,year,state,county,fips,unemployment_1y,numerator,denominator
unemployment_1y,2015, New Jersey,Hunterdon County,34019,0.041864518,2883,68865
unemployment_1y,2015, New Jersey,Mercer County,34021,0.074129634,14430,194659
unemployment_1y,2015, New Jersey,Middlesex County,34023,0.054812718,23436,427565
unemployment_1y,2015, New Jersey,Monmouth County,34025,0.057023909,18861,330756
unemployment_1y,2015, New Jersey,Morris County,34027,0.049747799,13788,277158
unemployment_1y,2015, New Jersey,Ocean County,34029,0.054501481,14986,274965
unemployment_1y,2015, New Jersey,Passaic County,34031,0.046873186,11303,241140
unemployment_1y,2015, New Jersey,Salem County,34033,0.068578437,2181,31803
unemployment_1y,2015, New Jersey,Somerset County,34035,0.052805584,9711,183901
unemployment_1y,2015, New Jersey,Sussex County,34037,0.054707989,4443,81213
unemployment_1y,2015, New Jersey,Union County,34039,0.073981427,22004,297426
unemployment_1y,2015, New Jersey,Warren County,34041,0.065983996,3950,59863
unemployment_1y,2015, New Mexico,Bernalillo County,35001,0.065506123,21908,334442
unemployment_1y,2015, New Mexico,Doña Ana County,35013,0.077462032,7529,97196
unemployment_1y,2015, New Mexico,McKinley County,35031,0.172381356,5314,30827
unemployment_1y,2015, New Mexico,Otero County,35035,0.075558551,2019,26721
unemployment_1y,2015, New Mexico,San Juan County,35045,0.081628248,4540,55618
unemployment_1y,2015, New Mexico,Sandoval County,35043,0.078799896,5245,66561
unemployment_1y,2015, New Mexico,Santa Fe County,35049,0.045034118,3379,75032
unemployment_1y,2015, New York,Albany County,36001,0.051425647,8641,168029
unemployment_1y,2015, New York,Bronx County,36005,0.107328989,72222,672903
unemployment_1y,2015, New York,Broome County,36007,0.072089382,6904,95770
unemployment_1y,2015, New York,Cattaraugus County,36009,0.066534564,2384,35831
unemployment_1y,2015, New York,Cayuga County,36011,0.048232466,1947,40367
unemployment_1y,2015, New York,Chautauqua County,36013,0.069795564,4329,62024
unemployment_1y,2015, New York,Chemung County,36015,0.046015713,1886,40986
unemployment_1y,2015, New York,Clinton County,36019,0.068345904,2556,37398
unemployment_1y,2015, New York,Dutchess County,36027,0.075556293,11426,151225
unemployment_1y,2015, New York,Erie County,36029,0.048557315,23042,474532
unemployment_1y,2015, New York,Jefferson County,36045,0.066436164,3939,59290
unemployment_1y,2015, New York,Kings County,36047,0.076456614,101761,1330964
unemployment_1y,2015, New York,Livingston County,36051,0.048991069,1481,30230
unemployment_1y,2015, New York,Madison County,36053,0.056609154,1985,35065
unemployment_1y,2015, New York,Monroe County,36055,0.065692522,25882,393987
unemployment_1y,2015, New York,Nassau County,36059,0.048138671,34617,719110
unemployment_1y,2015, New York,New York County,36061,0.06134877,59398,968202
unemployment_1y,2015, New York,Niagara County,36063,0.062251408,6636,106600
unemployment_1y,2015, New York,Oneida County,36065,0.064135782,6881,107288
unemployment_1y,2015, New York,Onondaga County,36067,0.062893897,15059,239435
unemployment_1y,2015, New York,Ontario County,36069,0.043103147,2478,57490
unemployment_1y,2015, New York,Orange County,36071,0.049268365,9101,184723
unemployment_1y,2015, New York,Oswego County,36075,0.087753199,5086,57958
unemployment_1y,2015, New York,Putnam County,36079,0.052900992,2842,53723
unemployment_1y,2015, New York,Queens County,36081,0.068269186,84015,1230643
unemployment_1y,2015, New York,Rensselaer County,36083,0.055918712,4876,87198
unemployment_1y,2015, New York,Richmond County,36085,0.053603966,11826,220618
unemployment_1y,2015, New York,Rockland County,36087,0.06553176,10459,159602
unemployment_1y,2015, New York,Saratoga County,36091,0.050204512,6223,123953
unemployment_1y,2015, New York,Schenectady County,36093,0.048263025,3708,76829
unemployment_1y,2015, New York,St. Lawrence County,36089,0.078887783,3728,47257
unemployment_1y,2015, New York,Steuben County,36101,0.079312876,3569,44999
unemployment_1y,2015, New York,Suffolk County,36103,0.049627878,38929,784418
unemployment_1y,2015, New York,Sullivan County,36105,0.08692272,3019,34732
unemployment_1y,2015, New York,Tompkins County,36109,0.046982523,2492,53041
unemployment_1y,2015, New York,Ulster County,36111,0.055849843,5103,91370
unemployment_1y,2015, New York,Wayne County,36117,0.086814716,4046,46605
unemployment_1y,2015, New York,Westchester County,36119,0.060452722,30763,508877
unemployment_1y,2015, North Carolina,Alamance County,37001,0.081959143,6496,79259
unemployment_1y,2015, North Carolina,Brunswick County,37019,0.052143011,2685,51493
unemployment_1y,2015, North Carolina,Buncombe County,37021,0.062809184,7910,125937
unemployment_1y,2015, North Carolina,Burke County,37023,0.072755076,2950,40547
unemployment_1y,2015, North Carolina,Cabarrus County,37025,0.054048695,5450,100835
unemployment_1y,2015, North Carolina,Carteret County,37031,0.081368305,2764,33969
unemployment_1y,2015, North Carolina,Catawba County,37035,0.064154461,4612,71889
unemployment_1y,2015, North Carolina,Cleveland County,37045,0.116688326,5298,45403
unemployment_1y,2015, North Carolina,Craven County,37049,0.062956244,3191,50686
unemployment_1y,2015, North Carolina,Cumberland County,37051,0.090984173,14542,159830
unemployment_1y,2015, North Carolina,Davidson County,37057,0.079500109,6355,79937
unemployment_1y,2015, North Carolina,Durham County,37063,0.050479572,8426,166919
unemployment_1y,2015, North Carolina,Forsyth County,37067,0.07408724,13549,182879
unemployment_1y,2015, North Carolina,Gaston County,37071,0.078973487,7878,99755
unemployment_1y,2015, North Carolina,Guilford County,37081,0.056751184,14804,260858
unemployment_1y,2015, North Carolina,Harnett County,37085,0.070075363,4054,57852
unemployment_1y,2015, North Carolina,Iredell County,37097,0.072327621,6321,87394
unemployment_1y,2015, North Carolina,Johnston County,37101,0.055869896,5184,92787
unemployment_1y,2015, North Carolina,Mecklenburg County,37119,0.069018506,39661,574643
unemployment_1y,2015, North Carolina,Moore County,37125,0.07015077,3043,43378
unemployment_1y,2015, North Carolina,New Hanover County,37129,0.06653247,7569,113764
unemployment_1y,2015, North Carolina,Onslow County,37133,0.068881944,6878,99852
unemployment_1y,2015, North Carolina,Orange County,37135,0.038990565,3070,78737
unemployment_1y,2015, North Carolina,Pitt County,37147,0.116356447,10771,92569
unemployment_1y,2015, North Carolina,Randolph County,37151,0.053144906,3738,70336
unemployment_1y,2015, North Carolina,Robeson County,37155,0.091037199,4716,51803
unemployment_1y,2015, North Carolina,Rockingham County,37157,0.065830335,2671,40574
unemployment_1y,2015, North Carolina,Rowan County,37159,0.087031953,5769,66286
unemployment_1y,2015, North Carolina,Surry County,37171,0.042109381,1292,30682
unemployment_1y,2015, North Carolina,Union County,37179,0.051121511,5887,115157
unemployment_1y,2015, North Carolina,Wake County,37183,0.050076198,27897,557091
unemployment_1y,2015, North Carolina,Wayne County,37191,0.087544426,5173,59090
unemployment_1y,2015, North Dakota,Burleigh County,38015,0.021292947,1136,53351
unemployment_1y,2015, North Dakota,Cass County,38017,0.022769641,2284,100309
unemployment_1y,2015, North Dakota,Grand Forks County,38035,0.018856693,792,42001
unemployment_1y,2015, North Dakota,Ward County,38101,0.033741463,1433,42470
unemployment_1y,2015, Ohio,Allen County,39003,0.052728444,2779,52704
unemployment_1y,2015, Ohio,Ashtabula County,39007,0.079304799,3404,42923
unemployment_1y,2015, Ohio,Athens County,39009,0.087864421,2613,29739
unemployment_1y,2015, Ohio,Belmont County,39013,0.063261732,1988,31425
unemployment_1y,2015, Ohio,Butler County,39017,0.052453775,9844,187670
unemployment_1y,2015, Ohio,Clark County,39023,0.074591473,4907,65785
unemployment_1y,2015, Ohio,Clermont County,39025,0.040374517,4213,104348
unemployment_1y,2015, Ohio,Columbiana County,39029,0.084501356,4184,49514
unemployment_1y,2015, Ohio,Cuyahoga County,39035,0.09331397,59702,639797
unemployment_1y,2015, Ohio,Delaware County,39041,0.02486442,2540,102154
unemployment_1y,2015, Ohio,Erie County,39043,0.060002085,2303,38382
unemployment_1y,2015, Ohio,Fairfield County,39045,0.057284951,4354,76006
unemployment_1y,2015, Ohio,Franklin County,39049,0.059247404,40683,686663
unemployment_1y,2015, Ohio,Geauga County,39055,0.028903022,1427,49372
unemployment_1y,2015, Ohio,Greene County,39057,0.072516575,6289,86725
unemployment_1y,2015, Ohio,Hamilton County,39061,0.067882605,28591,421183
unemployment_1y,2015, Ohio,Hancock County,39063,0.041960273,1709,40729
unemployment_1y,2015, Ohio,Jefferson County,39081,0.066550419,2061,30969
unemployment_1y,2015, Ohio,Lake County,39085,0.035772242,4475,125097
unemployment_1y,2015, Ohio,Licking County,39089,0.075383618,6524,86544
unemployment_1y,2015, Ohio,Lorain County,39093,0.072642669,10881,149788
unemployment_1y,2015, Ohio,Lucas County,39095,0.081914872,17676,215785
unemployment_1y,2015, Ohio,Mahoning County,39099,0.083822787,9462,112881
unemployment_1y,2015, Ohio,Marion County,39101,0.095771909,2657,27743
unemployment_1y,2015, Ohio,Medina County,39103,0.033804484,3255,96289
unemployment_1y,2015, Ohio,Miami County,39109,0.063456059,3385,53344
unemployment_1y,2015, Ohio,Montgomery County,39113,0.071321763,18649,261477
unemployment_1y,2015, Ohio,Muskingum County,39119,0.06010716,2468,41060
unemployment_1y,2015, Ohio,Portage County,39133,0.064304121,5489,85360
unemployment_1y,2015, Ohio,Richland County,39139,0.060063876,3310,55108
unemployment_1y,2015, Ohio,Ross County,39141,0.045219678,1514,33481
unemployment_1y,2015, Ohio,Scioto County,39145,0.097114824,2989,30778
unemployment_1y,2015, Ohio,Stark County,39151,0.063032791,12400,196723
unemployment_1y,2015, Ohio,Summit County,39153,0.059934758,16866,281406
unemployment_1y,2015, Ohio,Trumbull County,39155,0.053758219,5093,94739
unemployment_1y,2015, Ohio,Tuscarawas County,39157,0.038908441,1758,45183
unemployment_1y,2015, Ohio,Warren County,39165,0.037736174,4382,116122
unemployment_1y,2015, Ohio,Wayne County,39169,0.04144156,2493,60157
unemployment_1y,2015, Ohio,Wood County,39173,0.050169773,3620,72155
unemployment_1y,2015, Oklahoma,Canadian County,40017,0.036245231,2460,67871
unemployment_1y,2015, Oklahoma,Cleveland County,40027,0.052642029,7689,146062
unemployment_1y,2015, Oklahoma,Comanche County,40031,0.055284455,3648,65986
unemployment_1y,2015, Oklahoma,Creek County,40037,0.03702895,1187,32056
unemployment_1y,2015, Oklahoma,Muskogee County,40101,0.057575431,1601,27807
unemployment_1y,2015, Oklahoma,Oklahoma County,40109,0.045628179,17738,388751
unemployment_1y,2015, Oklahoma,Payne County,40119,0.042003274,1617,38497
unemployment_1y,2015, Oklahoma,Pottawatomie County,40125,0.068505421,2141,31253
unemployment_1y,2015, Oklahoma,Rogers County,40131,0.054051746,2530,46807
unemployment_1y,2015, Oklahoma,Tulsa County,40143,0.054254849,18096,333537
unemployment_1y,2015, Oklahoma,Wagoner County,40145,0.069648936,2720,39053
unemployment_1y,2015, Oregon,Benton County,41003,0.065389432,2925,44732
unemployment_1y,2015, Oregon,Clackamas County,41005,0.052417532,11020,210235
unemployment_1y,2015, Oregon,Deschutes County,41017,0.061306752,5369,87576
unemployment_1y,2015, Oregon,Douglas County,41019,0.0899681,3920,43571
unemployment_1y,2015, Oregon,Jackson County,41029,0.073418573,7189,97918
unemployment_1y,2015, Oregon,Josephine County,41033,0.097780667,3463,35416
unemployment_1y,2015, Oregon,Klamath County,41035,0.103461377,2995,28948
unemployment_1y,2015, Oregon,Lane County,41039,0.07589303,13591,179081
unemployment_1y,2015, Oregon,Linn County,41043,0.095587425,5225,54662
unemployment_1y,2015, Oregon,Marion County,41047,0.069464728,11084,159563
unemployment_1y,2015, Oregon,Multnomah County,41051,0.06578245,29565,449436
unemployment_1y,2015, Oregon,Polk County,41053,0.07072717,2701,38189
unemployment_1y,2015, Oregon,Umatilla County,41059,0.075870201,2766,36457
unemployment_1y,2015, Oregon,Washington County,41067,0.062048949,19070,307338
unemployment_1y,2015, Oregon,Yamhill County,41071,0.054061104,2695,49851
unemployment_1y,2015, Pennsylvania,Adams County,42001,0.036418531,1930,52995
unemployment_1y,2015, Pennsylvania,Allegheny County,42003,0.055985466,37013,661118
unemployment_1y,2015, Pennsylvania,Armstrong County,42005,0.102307789,3183,31112
unemployment_1y,2015, Pennsylvania,Beaver County,42007,0.061526928,5335,86710
unemployment_1y,2015, Pennsylvania,Berks County,42011,0.078786515,17182,218083
unemployment_1y,2015, Pennsylvania,Blair County,42013,0.053826079,3197,59395
unemployment_1y,2015, Pennsylvania,Bucks County,42017,0.053115044,18324,344987
unemployment_1y,2015, Pennsylvania,Butler County,42019,0.043986157,4334,98531
unemployment_1y,2015, Pennsylvania,Cambria County,42021,0.071999364,4532,62945
unemployment_1y,2015, Pennsylvania,Carbon County,42025,0.070071183,2146,30626
unemployment_1y,2015, Pennsylvania,Centre County,42027,0.05065123,4130,81538
unemployment_1y,2015, Pennsylvania,Chester County,42029,0.040887285,11524,281848
unemployment_1y,2015, Pennsylvania,Clearfield County,42033,0.083248876,2957,35520
unemployment_1y,2015, Pennsylvania,Columbia County,42037,0.059770338,1853,31002
unemployment_1y,2015, Pennsylvania,Crawford County,42039,0.050479706,2052,40650
unemployment_1y,2015, Pennsylvania,Cumberland County,42041,0.040932693,5384,131533
unemployment_1y,2015, Pennsylvania,Dauphin County,42043,0.060398664,8569,141874
unemployment_1y,2015, Pennsylvania,Delaware County,42045,0.057855297,17202,297328
unemployment_1y,2015, Pennsylvania,Erie County,42049,0.06503731,8856,136168
unemployment_1y,2015, Pennsylvania,Fayette County,42051,0.073778905,4240,57469
unemployment_1y,2015, Pennsylvania,Franklin County,42055,0.064477608,5021,77872
unemployment_1y,2015, Pennsylvania,Indiana County,42063,0.069146179,2798,40465
unemployment_1y,2015, Pennsylvania,Lackawanna County,42069,0.056771688,6022,106074
unemployment_1y,2015, Pennsylvania,Lancaster County,42071,0.047340915,13244,279758
unemployment_1y,2015, Pennsylvania,Lawrence County,42073,0.068852462,2772,40260
unemployment_1y,2015, Pennsylvania,Lebanon County,42075,0.039254937,2765,70437
unemployment_1y,2015, Pennsylvania,Lehigh County,42077,0.058599584,10944,186759
unemployment_1y,2015, Pennsylvania,Luzerne County,42079,0.071558416,11455,160079
unemployment_1y,2015, Pennsylvania,Lycoming County,42081,0.050556824,2969,58726
unemployment_1y,2015, Pennsylvania,Mercer County,42085,0.053436145,2772,51875
unemployment_1y,2015, Pennsylvania,Monroe County,42089,0.079593413,6789,85296
unemployment_1y,2015, Pennsylvania,Montgomery County,42091,0.052065659,23262,446782
unemployment_1y,2015, Pennsylvania,Northampton County,42095,0.054894563,8614,156919
unemployment_1y,2015, Pennsylvania,Northumberland County,42097,0.040946927,1766,43129
unemployment_1y,2015, Pennsylvania,Philadelphia County,42101,0.109292239,83008,759505
unemployment_1y,2015, Pennsylvania,Schuylkill County,42107,0.075945929,5034,66284
unemployment_1y,2015, Pennsylvania,Somerset County,42111,0.06414821,2216,34545
unemployment_1y,2015, Pennsylvania,Washington County,42125,0.062823206,6633,105582
unemployment_1y,2015, Pennsylvania,Westmoreland County,42129,0.046485581,8384,180357
unemployment_1y,2015, Pennsylvania,York County,42133,0.050504148,11851,234654
unemployment_1y,2015, Puerto Rico,Arecibo Municipio,72013,0.210564688,5776,27431
unemployment_1y,2015, Puerto Rico,Bayamón Municipio,72021,0.153025627,12237,79967
unemployment_1y,2015, Puerto Rico,Caguas Municipio,72025,0.129014701,7110,55110
unemployment_1y,2015, Puerto Rico,Carolina Municipio,72031,0.154523671,11088,71756
unemployment_1y,2015, Puerto Rico,Guaynabo Municipio,72061,0.115660287,4599,39763
unemployment_1y,2015, Puerto Rico,Mayagüez Municipio,72097,0.297145963,8173,27505
unemployment_1y,2015, Puerto Rico,Ponce Municipio,72113,0.172504082,8235,47738
unemployment_1y,2015, Puerto Rico,San Juan Municipio,72127,0.162817091,23960,147159
unemployment_1y,2015, Puerto Rico,Toa Baja Municipio,72137,0.20537433,7360,35837
unemployment_1y,2015, Rhode Island,Kent County,44003,0.063805096,6047,94773
unemployment_1y,2015, Rhode Island,Newport County,44005,0.035443373,1598,45086
unemployment_1y,2015, Rhode Island,Providence County,44007,0.066274695,21541,325026
unemployment_1y,2015, Rhode Island,Washington County,44009,0.069344878,4885,70445
unemployment_1y,2015, South Carolina,Aiken County,45003,0.104625061,8250,78853
unemployment_1y,2015, South Carolina,Anderson County,45007,0.061087467,5641,92343
unemployment_1y,2015, South Carolina,Beaufort County,45013,0.077205576,6475,83867
unemployment_1y,2015, South Carolina,Berkeley County,45015,0.06358663,6532,102726
unemployment_1y,2015, South Carolina,Charleston County,45019,0.044883892,9324,207736
unemployment_1y,2015, South Carolina,Dorchester County,45035,0.039920926,3009,75374
unemployment_1y,2015, South Carolina,Florence County,45041,0.092691079,6100,65810
unemployment_1y,2015, South Carolina,Greenville County,45045,0.060338371,14740,244289
unemployment_1y,2015, South Carolina,Horry County,45051,0.068104714,9977,146495
unemployment_1y,2015, South Carolina,Laurens County,45059,0.099623702,3124,31358
unemployment_1y,2015, South Carolina,Lexington County,45063,0.055466149,8065,145404
unemployment_1y,2015, South Carolina,Oconee County,45073,0.065909229,2129,32302
unemployment_1y,2015, South Carolina,Orangeburg County,45075,0.101339154,3761,37113
unemployment_1y,2015, South Carolina,Pickens County,45077,0.052481245,2903,55315
unemployment_1y,2015, South Carolina,Richland County,45079,0.073617294,16248,220709
unemployment_1y,2015, South Carolina,Spartanburg County,45083,0.064139374,9204,143500
unemployment_1y,2015, South Carolina,Sumter County,45085,0.098028056,4996,50965
unemployment_1y,2015, South Carolina,York County,45091,0.06561131,8625,131456
unemployment_1y,2015, South Dakota,Minnehaha County,46099,0.038489923,3964,102988
unemployment_1y,2015, South Dakota,Pennington County,46103,0.035973221,2074,57654
unemployment_1y,2015, Tennessee,Blount County,47009,0.061873361,3894,62935
unemployment_1y,2015, Tennessee,Bradley County,47011,0.077600561,3868,49845
unemployment_1y,2015, Tennessee,Davidson County,47037,0.049772184,19084,383427
unemployment_1y,2015, Tennessee,Hamilton County,47065,0.062260974,11054,177543
unemployment_1y,2015, Tennessee,Knox County,47093,0.052895084,12657,239285
unemployment_1y,2015, Tennessee,Madison County,47113,0.042392015,2009,47391
unemployment_1y,2015, Tennessee,Montgomery County,47125,0.062755473,6095,97123
unemployment_1y,2015, Tennessee,Putnam County,47141,0.039474078,1321,33465
unemployment_1y,2015, Tennessee,Rutherford County,47149,0.049407005,8086,163661
unemployment_1y,2015, Tennessee,Shelby County,47157,0.08086469,38410,474991
unemployment_1y,2015, Tennessee,Sullivan County,47163,0.061984055,4385,70744
unemployment_1y,2015, Tennessee,Sumner County,47165,0.041332263,3811,92204
unemployment_1y,2015, Tennessee,Washington County,47179,0.058518495,3566,60938
unemployment_1y,2015, Tennessee,Williamson County,47187,0.037616331,4139,110032
unemployment_1y,2015, Tennessee,Wilson County,47189,0.064777948,4230,65300
unemployment_1y,2015, Texas,Angelina County,48005,0.104545109,4138,39581
unemployment_1y,2015, Texas,Bell County,48027,0.074903935,12242,163436
unemployment_1y,2015, Texas,Bexar County,48029,0.057724699,53599,928528
unemployment_1y,2015, Texas,Bowie County,48037,0.092543788,3582,38706
unemployment_1y,2015, Texas,Brazoria County,48039,0.05598088,9674,172809
unemployment_1y,2015, Texas,Brazos County,48041,0.031127512,3391,108939
unemployment_1y,2015, Texas,Cameron County,48061,0.076690443,12806,166983
unemployment_1y,2015, Texas,Collin County,48085,0.037038546,18194,491218
unemployment_1y,2015, Texas,Coryell County,48099,0.062542394,2213,35384
unemployment_1y,2015, Texas,Dallas County,48113,0.052174669,69097,1324340
unemployment_1y,2015, Texas,Denton County,48121,0.045219339,19811,438109
unemployment_1y,2015, Texas,Ector County,48135,0.052414071,4160,79368
unemployment_1y,2015, Texas,El Paso County,48141,0.060970906,23563,386463
unemployment_1y,2015, Texas,Ellis County,48139,0.036726002,3035,82639
unemployment_1y,2015, Texas,Fort Bend County,48157,0.042245798,15334,362971
unemployment_1y,2015, Texas,Galveston County,48167,0.075300284,12350,164010
unemployment_1y,2015, Texas,Grayson County,48181,0.057301529,3601,62843
unemployment_1y,2015, Texas,Gregg County,48183,0.052407235,3086,58885
unemployment_1y,2015, Texas,Guadalupe County,48187,0.028331187,2089,73735
unemployment_1y,2015, Texas,Harris County,48201,0.056991693,133261,2338253
unemployment_1y,2015, Texas,Hays County,48209,0.041742463,4337,103899
unemployment_1y,2015, Texas,Hidalgo County,48215,0.086352602,29306,339376
unemployment_1y,2015, Texas,Hunt County,48231,0.080185406,3235,40344
unemployment_1y,2015, Texas,Jefferson County,48245,0.056045316,6332,112980
unemployment_1y,2015, Texas,Johnson County,48251,0.042565145,3182,74756
unemployment_1y,2015, Texas,Kaufman County,48257,0.084085688,4722,56157
unemployment_1y,2015, Texas,Lubbock County,48303,0.039196756,5846,149145
unemployment_1y,2015, Texas,McLennan County,48309,0.053896341,6336,117559
unemployment_1y,2015, Texas,Midland County,48329,0.042183883,3626,85957
unemployment_1y,2015, Texas,Montgomery County,48339,0.053578772,13939,260159
unemployment_1y,2015, Texas,Nacogdoches County,48347,0.10274718,3209,31232
unemployment_1y,2015, Texas,Nueces County,48355,0.058840346,10496,178381
unemployment_1y,2015, Texas,Orange County,48361,0.084922403,3349,39436
unemployment_1y,2015, Texas,Parker County,48367,0.053393878,3410,63865
unemployment_1y,2015, Texas,Potter County,48375,0.042288732,2436,57604
unemployment_1y,2015, Texas,Randall County,48381,0.024586702,1688,68655
unemployment_1y,2015, Texas,San Patricio County,48409,0.049057733,1476,30087
unemployment_1y,2015, Texas,Smith County,48423,0.045824848,4725,103110
unemployment_1y,2015, Texas,Tarrant County,48439,0.050138317,51364,1024446
unemployment_1y,2015, Texas,Taylor County,48441,0.040215481,2792,69426
unemployment_1y,2015, Texas,Tom Green County,48451,0.025964262,1485,57194
unemployment_1y,2015, Texas,Travis County,48453,0.041896336,28085,670345
unemployment_1y,2015, Texas,Victoria County,48469,0.074042313,3367,45474
unemployment_1y,2015, Texas,Webb County,48479,0.057741877,6519,112899
unemployment_1y,2015, Texas,Wichita County,48485,0.04829618,3033,62800
unemployment_1y,2015, Texas,Williamson County,48491,0.047665499,12900,270636
unemployment_1y,2015, Utah,Cache County,49005,0.033248726,1978,59491
unemployment_1y,2015, Utah,Davis County,49011,0.032228217,5294,164266
unemployment_1y,2015, Utah,Salt Lake County,49035,0.03816773,22374,586202
unemployment_1y,2015, Utah,Utah County,49049,0.036672883,9914,270336
unemployment_1y,2015, Utah,Washington County,49053,0.04596496,3025,65811
unemployment_1y,2015, Utah,Weber County,49057,0.051703077,6222,120341
unemployment_1y,2015, Vermont,Chittenden County,50007,0.031325426,2985,95290
unemployment_1y,2015, Virginia,Albemarle County,51003,0.032447245,1776,54735
unemployment_1y,2015, Virginia,Alexandria city,51510,0.033398531,3381,101232
unemployment_1y,2015, Virginia,Arlington County,51013,0.040645055,6238,153475
unemployment_1y,2015, Virginia,Bedford County,51019,0.044926412,1740,38730
unemployment_1y,2015, Virginia,Chesapeake city,51550,0.049964458,6115,122387
unemployment_1y,2015, Virginia,Chesterfield County,51041,0.048792478,8932,183061
unemployment_1y,2015, Virginia,Fairfax County,51059,0.046055723,30170,655076
unemployment_1y,2015, Virginia,Fauquier County,51061,0.039832626,1466,36804
unemployment_1y,2015, Virginia,Frederick County,51069,0.039290968,1709,43496
unemployment_1y,2015, Virginia,Hampton city,51650,0.056675438,3984,70295
unemployment_1y,2015, Virginia,Henrico County,51087,0.052653641,9673,183710
unemployment_1y,2015, Virginia,Loudoun County,51107,0.033109177,7021,212056
unemployment_1y,2015, Virginia,Montgomery County,51121,0.056890242,2844,49991
unemployment_1y,2015, Virginia,Newport News city,51700,0.06966117,6692,96065
unemployment_1y,2015, Virginia,Norfolk city,51710,0.074132249,10100,136243
unemployment_1y,2015, Virginia,Portsmouth city,51740,0.127997413,6320,49376
unemployment_1y,2015, Virginia,Prince William County,51153,0.052131277,12833,246167
unemployment_1y,2015, Virginia,Richmond city,51760,0.085712865,10362,120892
unemployment_1y,2015, Virginia,Roanoke city,51770,0.068680927,3387,49315
unemployment_1y,2015, Virginia,Rockingham County,51165,0.041328169,1633,39513
unemployment_1y,2015, Virginia,Spotsylvania County,51177,0.057806566,3989,69006
unemployment_1y,2015, Virginia,Stafford County,51179,0.04044462,2980,73681
unemployment_1y,2015, Virginia,Suffolk city,51800,0.056558255,2532,44768
unemployment_1y,2015, Virginia,Virginia Beach city,51810,0.050530046,12946,256204
unemployment_1y,2015, Washington,Benton County,53005,0.054290157,4922,90661
unemployment_1y,2015, Washington,Clallam County,53009,0.088260897,2636,29866
unemployment_1y,2015, Washington,Clark County,53011,0.056201331,12832,228322
unemployment_1y,2015, Washington,Cowlitz County,53015,0.054421917,2531,46507
unemployment_1y,2015, Washington,Grant County,53025,0.068828374,2942,42744
unemployment_1y,2015, Washington,Grays Harbor County,53027,0.125526652,3903,31093
unemployment_1y,2015, Washington,Island County,53029,0.049043156,1899,38721
unemployment_1y,2015, Washington,King County,53033,0.050559834,60586,1198303
unemployment_1y,2015, Washington,Kitsap County,53035,0.056614544,7339,129631
unemployment_1y,2015, Washington,Lewis County,53041,0.080026902,2618,32714
unemployment_1y,2015, Washington,Pierce County,53053,0.06703189,28289,422023
unemployment_1y,2015, Washington,Skagit County,53057,0.061722513,3627,58763
unemployment_1y,2015, Washington,Snohomish County,53061,0.051542953,21326,413752
unemployment_1y,2015, Washington,Spokane County,53063,0.072584771,16874,232473
unemployment_1y,2015, Washington,Thurston County,53067,0.069154918,9229,133454
unemployment_1y,2015, Washington,Whatcom County,53073,0.060206495,6566,109058
unemployment_1y,2015, Washington,Yakima County,53077,0.073420987,8315,113251
unemployment_1y,2015, West Virginia,Berkeley County,54003,0.08572574,4918,57369
unemployment_1y,2015, West Virginia,Cabell County,54011,0.064817309,2645,40807
unemployment_1y,2015, West Virginia,Kanawha County,54039,0.065999307,5736,86910
unemployment_1y,2015, West Virginia,Monongalia County,54061,0.048853762,2423,49597
unemployment_1y,2015, West Virginia,Raleigh County,54081,0.092480168,2879,31131
unemployment_1y,2015, West Virginia,Wood County,54107,0.061832316,2402,38847
unemployment_1y,2015, Wisconsin,Brown County,55009,0.041793779,5932,141935
unemployment_1y,2015, Wisconsin,Dane County,55025,0.038942322,12159,312231
unemployment_1y,2015, Wisconsin,Dodge County,55027,0.044945046,2061,45856
unemployment_1y,2015, Wisconsin,Eau Claire County,55035,0.022484561,1278,56839
unemployment_1y,2015, Wisconsin,Fond du Lac County,55039,0.03925173,2178,55488
unemployment_1y,2015, Wisconsin,Jefferson County,55055,0.037406486,1770,47318
unemployment_1y,2015, Wisconsin,Kenosha County,55059,0.066582695,6026,90504
unemployment_1y,2015, Wisconsin,La Crosse County,55063,0.04150679,2726,65676
unemployment_1y,2015, Wisconsin,Manitowoc County,55071,0.042297129,1817,42958
unemployment_1y,2015, Wisconsin,Marathon County,55073,0.026992636,1994,73872
unemployment_1y,2015, Wisconsin,Milwaukee County,55079,0.062793151,30845,491216
unemployment_1y,2015, Wisconsin,Outagamie County,55087,0.024497457,2519,102827
unemployment_1y,2015, Wisconsin,Ozaukee County,55089,0.028236371,1358,48094
unemployment_1y,2015, Wisconsin,Portage County,55097,0.037722491,1492,39552
unemployment_1y,2015, Wisconsin,Racine County,55101,0.054631948,5501,100692
unemployment_1y,2015, Wisconsin,Rock County,55105,0.070257194,5955,84760
unemployment_1y,2015, Wisconsin,Sheboygan County,55117,0.039344106,2445,62144
unemployment_1y,2015, Wisconsin,St. Croix County,55109,0.024151571,1160,48030
unemployment_1y,2015, Wisconsin,Walworth County,55127,0.04628735,2539,54853
unemployment_1y,2015, Wisconsin,Washington County,55131,0.025786081,1960,76010
unemployment_1y,2015, Wisconsin,Waukesha County,55133,0.028108541,6180,219862
unemployment_1y,2015, Wisconsin,Winnebago County,55139,0.029927319,2660,88882
unemployment_1y,2015, Wisconsin,Wood County,55141,0.057106733,2168,37964
